Performance-Based Earthquake Engineering (PBEE), IDARC-2D, Pre/post-processor GUI, FEMA P695,,,,,,,,,,,,,
Polyhedral conic functions, Mathematical programming, Classification, Machine learning,,,,,,,,,,,,,
Dynamic compilation, Versioning compiler, Continuous optimization,,,,,,,,,,,,,,
Amorphous polymers, Molecular dynamics simulations, Monte Carlo simulations,,,,,,,,,,,,,,
Genomics, Coalescent simulation, High-throughput computing, Demographic history,,,,,,,,,,,,,
Falling films, Integral boundary layer model, Spectral code,,,,,,,,,,,,,,
Particle-based numerical methods, Meshless, C++,,,,,,,,,,,,,,
Anomaly detection, Isolation forest, Sigmoid-based anomaly scoring, Low-code/No-code framework, Explainable AI, Hyperparameter optimization, Deep learning,,,,,,,,,,
Small-scale fisheries, High-resolution tracking data, Prediction, Passive gears, Activity status, Machine Learning classification,,,,,,,,,,,
Moment tensor potential, GPU acceleration, Kokkos, Molecular dynamics, Active learning, High-performance computing,,,,,,,,,,,
R-shiny, Data envelopment analysis, Business efficiency, Decision support systems,,,,,,,,,,,,,
Digital Image Correlation, Julia Language, Experimental Mechanics,,,,,,,,,,,,,,
Cardiac electrophysiology, Cardiac modelling, Finite element method, Monodomain equation, Computational modelling,,,,,,,,,,,,
Teletraffic, Optimization, Network protocols, Computer networks, Compression,,,,,,,,,,,,
Point cloud, Vegetative index, Precision agriculture, REST API, Sensor integration, Three.js, Potree,,,,,,,,,,
Structural response monitoring, Structural damage warning, Earthquake impact assessment, Risk analysis,,,,,,,,,,,,,
Task based parallelism, Hydrodynamics, Radiative diffusion,,,,,,,,,,,,,,
Thermal-fluid-dynamics, Multi-component, Laser-deposition, Compressible, Additive-manufacturing, Laser welding,,,,,,,,,,,
3D coordinate transformation, Monte Carlo (CRN), Synthetic point cloud, Geospatial modelling, Uniform spherical sampling (inverse CDF), Offshore surveying,,,,,,,,,,,
Asymmetric interval number, AIN, Interval number analysis, Asymmetry, Uncertainty, Computational sciences,,,,,,,,,,,
Model context protocol, EnergyPlus, MCP server, AI, Building simulation, LLM,,,,,,,,,,,
Machine learning, Provenance, yProv4ML, PROV-JSON, Provenance graph,,,,,,,,,,,,
Quantum computing, Time series, Image encoding, Signal processing,,,,,,,,,,,,,
NDT, Image annotation, YOLO, Defect detection,,,,,,,,,,,,,
Research data management (RDM), Laboratory information management system, (LIMS), Biological cell, Microscopic images, Electrophysiological recordings, Software-as-a-service (SaaS),,,,,,,,,,
Spatial analysis, Accessibility, Population, Catchment areas,,,,,,,,,,,,,
3D segmentation, SAM, Slicer, Tomography,,,,,,,,,,,,,
Demand flexibility, HVAC equipment data, Global temperature adjustment, Cycle on/off air conditioners, Benchmarking,,,,,,,,,,,,
Data insights, Docker, Azure, Databases, .NET/React, ETL,,,,,,,,,,,
Business process simulation, Process mining, Automated process discovery,,,,,,,,,,,,,,
GPU thermal simulation, Proper Orthogonal Decomposition (POD), Finite element method, PyTorch, Galerkin projection,,,,,,,,,,,,
Fuzzy logics, Soft computing, Computational intelligence, Decision-making systems, Open-source software, Python,,,,,,,,,,,
Mobile robot, 3D mapping, LiDAR, Robot operating system, Real-time processing,,,,,,,,,,,,
OpenSees, OpenSeesPy, Python, Structural Analysis,,,,,,,,,,,,,
Approximate search methods, Approximate K-nearest neighbors, Approximate matching, Similarity digest algorithms, Data similarity analysis,,,,,,,,,,,,
R -shiny, Test analysis application, Classical test theory, Item response theory, Continuous response model, version, capsule, and services used, dependencies, documentation/manual,,,,,,,
Medical imaging, Augmentation, 3D Slicer, Deep learning,,,,,,,,,,,,,
Elephant flows, Mice flows, Traffic engineering, SDN, Machine learning,,,,,,,,,,,,
Polycrystalline materials, Material interfaces, Multiscale modelling, RVE, Neper, Gmsh, Abaqus,,,,,,,,,,
Blended learning, Educational technology, AI-driven scheduling, Customize timetables, Adaptive systems, Customized learning,,,,,,,,,,,
Indoor cultivation, Cannabis sativa, Internet of Things, Software framework, Cloud computing, Agricultural data, Smart farming,,,,,,,,,,
Onset of phonation, Voice analysis, Phonation onset time, Biomarker,,,,,,,,,,,,,
TinyML, Decision tree, Arduino, C plus plus, Machine learning,,,,,,,,,,,,
Stimulus tool, Affective loads, Human-robot interaction (HRI),,,,,,,,,,,,,,
Biomedical research, Physiological signals, Signal processing, Time series, Feature extraction, Python,,,,,,,,,,,
Security criteria ontology, Security criteria, Security analysis, Security requirements, Web interface, Software,,,,,,,,,,,
Groundwater, HYDRUS-1D, MODFLOW, Model coupling, Kubernetes,,,,,,,,,,,,
Large scale phylogenetic analysis, Phylogenetic inference, Graph database,,,,,,,,,,,,,,
Gaseous X-ray polarimetry,,,,,,,,,,,,,,,,
Spherical data, Inferential statistics, Hypothesis testing, Goodness-of-fit, Spherical regression,,,,,,,,,,,,
Reinforcement learning, Vulnerability analysis, PalaestrAI, MIDAS, Cyber attack, Rettij,,,,,,,,,,,
Cyclic voltammetry, DataFrame, Open circuit potential, Piezoelectricity, Python language, Reduced graphene oxide,,,,,,,,,,,
Feature selection, Weka, Parallel computation, Bayesian statistical tests,,,,,,,,,,,,,
Production scheduling, Deep reinforcement learning, Python, Framework,,,,,,,,,,,,,
SMU, GUI, FET, BJT, Transistor, I-V,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Electric vehicles, Fast-charging, Electric vehicle supply equipment,,,,,,,,,,,,,,
Multimodal communication, Kinematic research, Data privacy, Open science, Masking, Research reproducibility,,,,,,,,,,,
Artificialintelligence(AI), Onlineadaptivetherapy, IMRTqualityassurance(IMRTQA)Python,,,,,,,,,,,,,,
Supervised classification, Computational reproducibility, Classifier performance evaluation, Wilcoxon signed-rank test,,,,,,,,,,,,,
Fake videos, Detection, Deep learning, Transfer learning, Deepfake, Manipulation,,,,,,,,,,,
Agriculture, Crop, Evapotranspiration, Irrigation, Management, Water,,,,,,,,,,,
Machine learning, AutoML, Meta-learning, Decision-support systems, Explainable Al, Big industrial data,,,,,,,,,,,
Sample size, Balanced design of experiment, Standardized effect size, Power,,,,,,,,,,,,,
Feature selection, Information theory, Information filters,,,,,,,,,,,,,,
Graphene field effect transistors (GFETs), Dirac points, Field effect mobility, Maximum transconductance,,,,,,,,,,,,,
Annual production resilience indicator, APRI, Climate resilience, Diversity, Agriculture, Commodity market, Python,,,,,,,,,,
Internet of Things, Digital twin, Library, Software agent,,,,,,,,,,,,,
PyMOL, beta-peptides, Foldamers,,,,,,,,,,,,,,
ECG waveform boundary detection, ECG delineation, 12 lead ECG processing,,,,,,,,,,,,,,
Metaheuristic, Hyper-heuristic, Search operators, Evolutionary computation,,,,,,,,,,,,,
Transcranial magnetic stimulation, Effective field, Diffusion-weighted imaging, Modeling, Visualization,,,,,,,,,,,,
Sports analytics, Computer graphics, Event detection, Soccer event recognition, Game simulator,,,,,,,,,,,,
Android, Obfuscation, Program analysis,,,,,,,,,,,,,,
Control systems, Data-driven control, VRFT, Python,,,,,,,,,,,,,
Lie spheres geometry, Mobius transformations, Fractional linear transformations, Symbolic computations,,,,,,,,,,,,,
Reinforced concrete beams, Mathematical model, Bending moment,,,,,,,,,,,,,,
Web application firewall, SQL injection, Penetration testing, Adversarial machine learning,,,,,,,,,,,,,
Speech processing, Dysarthria, Parkinson's disease, Phonation, Articulation, Prosody, Intelligibility, Python, Software,,,,,,,,
Strain measurement, Optical strain measurement, OSM, Optical extensometry, MATLAB,,,,,,,,,,,,
RDF, RDF shapes, ShEx, SHACL,,,,,,,,,,,,,
Reconfigurable intelligent surfaces, Dynamic management and control, Experimentation framework,,,,,,,,,,,,,,
CFD simulation, CO2, Indoor air quality, Grasshopper, Rhinoceros, OpenFOAM,,,,,,,,,,,
Lifestyle support, Artificial intelligence, Dialogue, Knowledge graphs, Hybrid intelligence,,,,,,,,,,,,
NLP, LLM, Publications, Team formation, Research collaboration, Semantic embedding,,,,,,,,,,,
RCWA, FDTD, Scattering, GMR,,,,,,,,,,,,,
Digital urbanism, GIS, Parametric design, Network urbanism, Urban resilience, and services used,,,,,,,,,,,
Gradual typing, Static semantics, Operational semantics, Visualization, Derivation trees,,,,,,,,,,,,
Python, Gamma spectroscopy, Non-negative matrix factorization, Classification, Denoising, Spectral deconvolution,,,,,,,,,,,
Mixed Reality Training, Industrial Robotics, Node-based Scenario Authoring, Collaborative Extended Reality (XR) Systems, Human-Robot Interaction, No-code Visual Programming,,,,,,,,,,,
Pavement Condition Index, Machine learning, Random forest, Distress exclusion, Road maintenance, Predictive modelling,,,,,,,,,,,
Item Response Theory, Algorithm evaluation, Machine learning, R language, R Shiny, Benchmarking portfolios,,,,,,,,,,,
Bayesian inference, Horseshoe prior, Approximate algorithm, R,,,,,,,,,,,,,
Image quality metrics, Visual perception, Perceptual distances,,,,,,,,,,,,,,
Large language model, ChatGPT, AI-assisted, Neutron scattering,,,,,,,,,,,,,
Phase-size distribution, Erosion-Dilation, Microstructure, Characterization,,,,,,,,,,,,,
Facial emotion recognition, Hierarchical CNN architectures, Fused spatial and channel attention, Healthcare application systems,,,,,,,,,,,,,
R package, Laplace factor model, Sparse online principal component, Farm Test methods,,,,,,,,,,,,,
Time series, Visualization, Downsampling, Rust, Python, SIMD,,,,,,,,,,,
Design automation, Design space exploration, Hardware, Computer-aided design, Design flow, FPGA, ASIC,,,,,,,,,,
Deep learning, Gravitational wave, Data analysis, Softwave platform,,,,,,,,,,,,,
Hyperspectral, Index, Reflectance, Remote sensing, Spectroradiometer, Vegetation,,,,,,,,,,,
Laser beam shaping, Digital micromirror device, Digital holography, Structured light,,,,,,,,,,,,,
Benchmarking, Large language models, Text compression, Python,,,,,,,,,,,,,
Python, Data science, Record linkage, Data privacy,,,,,,,,,,,,,
Human and animal mobility, Trajectories, Stop-move detection,,,,,,,,,,,,,,
Automatic calibration, Multiobjective optimization, VIC model, Borg algorithm,,,,,,,,,,,,,
Grade correspondence analysis, Data visualization, Overrepresentation, Clustering,,,,,,,,,,,,,
Machine learning, Optimization, Reinforcement learning, Wireless networks,,,,,,,,,,,,,
Peridynamics, Fracture, HPC, Computational science, MPI, Julia,,,,,,,,,,,
Particle Image Velocimetry (PIV), Robot Operating System (ROS), Uncrewed Aircraft System (UAS), Real time,,,,,,,,,,,,,
Finite element method, Fracture mechanics, Configurational forces, Abaqus,,,,,,,,,,,,,
Rare disease, Chemical, Environmental factor n, Overlap analysis, Random walk with restart, Active module identification,,,,,,,,,,,
Artificial Intelligence (AI), Code review, Automated assessment, Software quality enhancement,,,,,,,,,,,,,
MLOps, Machine learning, Deep learning,,,,,,,,,,,,,,
Computational fluid dynamics, Engineering, Visualization, Augmented reality, Virtual reality, Game engines,,,,,,,,,,,
Annotation, Labelling, Dataset annotation, Cloud-native infrastructure, Time-series data, Healthcare,,,,,,,,,,,
Computer-assisted instruction, Interactive learning environments, Education,,,,,,,,,,,,,,
Behavioral programming, Artificial intelligence,,,,,,,,,,,,,,,
Copy number variations, CNV caller, CNV deletion, CNV duplication, Next generation sequencing,,,,,,,,,,,,
Spatial named entity, Disambiguation, Geocoding, Software, Current code version v0,1, Legal Code License BSD-2-Clause license,,,,,,,,,,
Annotation tool, Annotations, Time series, Ground truth, Satellite telemetry,,,,,,,,,,,,
Graph neural networks, Machine learning, Edge computing,,,,,,,,,,,,,,
Mobile robotics, Vehicle dynamics, Vehicle-ground interaction, Multi-agent simulation,,,,,,,,,,,,,
Continuous experimentation, Data-driven software engineering, Service mesh,,,,,,,,,,,,,,
Mobile application, Government efficiency, Access to information, Digital government, Digital channel,,,,,,,,,,,,
Soot, Combustion, Simulation, Aerosol,,,,,,,,,,,,,
TopicTracker, Topic trajectory, Topic evolution, Topic tracking,,,,,,,,,,,,,
Hydrogen, Data analysis, Gas -driven permeation, Solubility, Diffusivity, Permeability,,,,,,,,,,,
Clustering, Machine learning, Benchmark data, Noise points, External cluster validity, Partition similarity score,,,,,,,,,,,
Instantaneous spectral analysis, Signal modeling, Time-frequency analysis, JULIA,,,,,,,,,,,,,
Molecular dynamics, Coupling, Software design, Molecular-continuum, Fluid dynamics, High performance computing,,,,,,,,,,,
MATLAB, Inverse characterization, Airflow penetration behavior, Fibrous materials,,,,,,,,,,,,,
Market matching-engine, Open-source application, Microsoft Azure deployment, Java web application, Julia, Python, Agent-based modeling, JSE,,,,,,,,,
X-ray tomography, Image reconstruction, Iterative methods, Regularisation, Big-data, High Performance Computing,,,,,,,,,,,
Vehicle, Equations of motion, Dynamics, Multibody,,,,,,,,,,,,,
System identification, Operational modal analysis, Structural dynamics, Enhanced frequency-domain, decomposition, Peak-picking, Stochastic subspace identification,,,,,,,,,,
Internet of Things, Device provisioning, Semantic IoT provisioning,,,,,,,,,,,,,,
MATLAB toolbox, Big data evaluation, WITec microscopes, Bidirectional interoperability, Full file import/export, Customized automation scripts, WITec Project (*.wip) file, WITec Data (*.wid) file,,,,,,,,,
Bessel functions, Numerical integration, Parallel execution,,,,,,,,,,,,,,
Modular architecture, Elastodynamics, Nondestructive evaluation, Simulation, Modeling,,,,,,,,,,,,
Resonances, Modal expansion, Contour integration, Riesz projection, Nanophotonics,,,,,,,,,,,,
Gravitational waves, Signal processing, Wavelets,,,,,,,,,,,,,,
Intensity correlation (structure) function, Dynamic light scattering, Photon correlation spectroscopy,,,,,,,,,,,,,,
Interferometry modelling, Gravitational wave detector modelling, Quantum optics, Quantum noise,,,,,,,,,,,,,
Ontology, OWL, Go, SAREF,,,,,,,,,,,,,
Inelastic neutron scattering, Three-axis spectroscopy, Visualisation tool,,,,,,,,,,,,,,
Liquid chromatography-mass spectrometry, Twin ions, Metabolites,,,,,,,,,,,,,,
EEG-fMRI, Functional-connectivity, fMRI block-design, Event-related analysis,,,,,,,,,,,,,
Membrane computing, Modelling, Simulation, Agent-based simulation, High performance simulation, Verification, Synthetic biology,,,,,,,,,,
Mesh manipulation, Geometric smoothing, Mesh generation,,,,,,,,,,,,,,
Residual stress, FEA, Contour method, Measurement,,,,,,,,,,,,,
Kohn-Sham, Density Functional Theory, Electronic structure, Real-space, MATLAB,,,,,,,,,,,,
Network emulation, Protocol stack, Java,,,,,,,,,,,,,,
Agent-based modeling, Complex system, Self-organization, Coevolution, Network science, Evolutionary game theory,,,,,,,,,,,
Stochastic differential equation, Exponential autocorrelation, Numerical generation of random process,,,,,,,,,,,,,,
Density functional theory, Exchange-correlation, Local density approximations, Generalized gradient approximations meta-GGA approximations,,,,,,,,,,,,,
Relative gravity, Python, Least squares, Free air anomalies, Terrain corrections,,,,,,,,,,,,
Newton method, Root solver, Equation solver, MATLAB,,,,,,,,,,,,,
Microbiome networks, Network alignment, Web application, Visualization, Open-source software,,,,,,,,,,,,
EPMA, cation calculation, MATLAB, petrology, mineral chemistry,,,,,,,,,,,,
Porous media, Interpolated curvature, Wettability,,,,,,,,,,,,,,
"Limb , prosthesis", 3D model, Tissues,,,,,,,,,,,,,,
Chat GPT, Econometrics and statistics, R-shiny app, Teaching and research assistant,,,,,,,,,,,,,
Four-parameter Beta distribution, Maximum likelihood estimation, Order statistics,,,,,,,,,,,,,,
J-integral, Digital image correlation, Finite element analysis, Stress-intensity factor, Material testing 2.0,,,,,,,,,,,,
TEM, Image processing, Image analysis, Image filtering, GUI,,,,,,,,,,,,
Camera calibration, Virtual production, Computer vision, Multi-threaded Development, Automation,,,,,,,,,,,,
Dataset, Network security, Network attacks, Industrial control systems, SCADA, PLC,,,,,,,,,,,
Raspberry Pi Pico, Automation, Signal generation, MicroPython, Microcontroller, Real-time, Domain-specific language,,,,,,,,,,
Descriptive statistics, Groups/clusters, Python, ANOVA, Hypothesis test, Factor of interest,,,,,,,,,,,
Image augmentation, Image preprocessing, Volumetric images, Image sequences, Biomedical image data, Python,,,,,,,,,,,
FEA, Constitutive model, Fibre-reinforced polymers, Abaqus, Composite materials,,,,,,,,,,,,
Signed-distance-field, Computational fluid dynamics, MPI,,,,,,,,,,,,,,
Pushover analysis, Seismic response Machine Learning, Reinforced concrete frame buildings,,,,,,,,,,,,,,
Electron tomography, Mitochondrion, Segmentation,,,,,,,,,,,,,,
Near-real-time, Small-scale fisheries, Dashboard, Stock assessment, IUU fishing,,,,,,,,,,,,
Beta distribution, High performance computing, GPU, CUDA, OpenMP, R, Python,,,,,,,,,,
Remote sensing, Disadvantaged area index (DAI), Spatial data mining, Intelligent decision support system,,,,,,,,,,,,,
Multi-sphere particles, Discrete element method, Granular materials, Particle shape, Irregular particles,,,,,,,,,,,,
Computational notebook, Static analyzer, Linter, QA, Data science, Machine learning,,,,,,,,,,,
Molecular dynamics, Finite difference, Parallel code, MPI,,,,,,,,,,,,,
Game theory, Dynamic games, Decision-making, Nash equilibrium, Python, MLPro,,,,,,,,,,,
Geographic information systems, Software product lines, Domain specific language, Automatic deployment,,,,,,,,,,,,,
Digital transformation, Digital solution, SME, Matchmaking tool, Functional requirements,,,,,,,,,,,,
Biometrics, Blockchain, Decentralized authentication, Decentralized application, Fuzzy commitment scheme,,,,,,,,,,,,
Social virtual reality, Personalized avatars, Runtime content delivery,,,,,,,,,,,,,,
Knowledge management, Multi-view, Distributed deployment, Intelligent,,,,,,,,,,,,,
Matrix, Vector, Finite element method, C plus plus,,,,,,,,,,,,,
Computer simulation, Traffic modelling, Cellular automaton (CA), Agent-based modelling (ABM),,,,,,,,,,,,,
Unsteady anisotropic-diffusion convection reaction equation, Unsteady anisotropic-diffusion reaction equation, Space-time dependent coefficients, Functionally graded materials, Compressible and incompressible flow, Fortran,,,,,,,,,,,
Crop coefficient, Evapotranspiration, Irrigation, Management, Precision agriculture, water,,,,,,,,,,,
Quantification learning, Prevalence estimation, Ordinal quantification,,,,,,,,,,,,,,
Knowledge graphs, Python user-defined functions, RML-FNML, Chemical industry,,,,,,,,,,,,,
Information security, Steganalysis, Fuzzy logic, CNN, Spatial domain images, Information and communication technology,,,,,,,,,,,
Solid waste classification, Solid waste labeling, Web tool,,,,,,,,,,,,,,
IWA Anaerobic Digestion Model 1, Anaerobic digestion, Simulation software, Julia Programming Language,,,,,,,,,,,,,
Off-stream reservoir, Potential risk, Machine learning, Dam break,,,,,,,,,,,,,
Cryptocoins, Machine learning, Forecasting,,,,,,,,,,,,,,
Visualization, Deep learning architecture, Visual-based programming tool, Architecture abstraction,,,,,,,,,,,,,
Cryo-electron microscopy, Computer vision, Biophysics, Structural biology, Computational biology,,,,,,,,,,,,
Institutional review board, Generative AI, Large language models,,,,,,,,,,,,,,
Image quality assessment, Video quality assessment, Immersive video,,,,,,,,,,,,,,
Hydrodynamics, Analytic solution, Python, Verification,,,,,,,,,,,,,
High Performance Data Analytics, Scientific datacube, Climate analytics, Data science, Python module,,,,,,,,,,,,
Fuzzy cognitive map, Web application, Uncertainty propagation, Monte Carlo approach,,,,,,,,,,,,,
Interactive information retrieval, Interaction data logger, User studies,,,,,,,,,,,,,,
River eco-morphodynamics, Numerical modelling, Riparian vegetation, Sediment transport, Python,,,,,,,,,,,,
Python, machine learning, algorithms, hydro-geophysics, water,,,,,,,,,,,,
Decision Making, Intuitionistic Fuzzy Sets, Uncertain data, Python,,,,,,,,,,,,,
Differentiable simulator, Acoustics, Machine learning, GPU acceleration, Wave equation, Helmholtz equation, JAX,,,,,,,,,,
Coronary artery disease (CAD), Personalized (precision) medicine, Prediction algorithm, Decision support tool,,,,,,,,,,,,,
Trajectory classification, Deep learning, Convolutional neural networks, Computer vision,,,,,,,,,,,,,
Genetic association, Regression analysis, Single nucleotide polymorphism, R shiny,,,,,,,,,,,,,
Bayesian analysis, Bayesvl, Directed acyclic graphs, Relationship tree,,,,,,,,,,,,,
Crack detection, Image processing, Fiber-reinforced polymers, Crack density, Python,,,,,,,,,,,,
TPMS, Python, Gyroid, Additive manufacturing,,,,,,,,,,,,,
Surface Plasmon Resonance, Baseline prediction, Web application, Data visualization, Python, Firebase,,,,,,,,,,,
Flexible project planning, Agile, Extreme, Hybrid project management, Scheduling, Risk analysis,,,,,,,,,,,
Open-source application software, Python 3, Preconsolidation pressure, Soil, Oedometer testing,,,,,,,,,,,,
Macro-energy systems, Energy system modeling, Open-source modeling, Julia,,,,,,,,,,,,,
Lightning Network, Bitcoin, Blockchain, Payment-channel networks, Scalability, Simulator,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kohn-Sham, Density functional theory, Electronic structure, Real-space, Finite-differences,,,,,,,,,,,,
COVID-19, Markov chain, Simulation, Toolbox,,,,,,,,,,,,,
Triple-axis spectroscopy, Resolution convolution fitting,,,,,,,,,,,,,,,
Energy consumption, Power trace analysis, R language,,,,,,,,,,,,,,
X-ray fluorescence, Imaging, MA-XRF, Data visualization,,,,,,,,,,,,,
Databases, Distributed computing, Big data, Cloud, Geospatial data,,,,,,,,,,,,
Systematic conservation planning, Forest conservation, Targeting, Software,,,,,,,,,,,,,
2D NMR data inversion, Uniform penalty, Adaptive regularization, SVD filtering,,,,,,,,,,,,,
CUDA, Finite difference, Library, PDEs, Stencil, Benchmark,,,,,,,,,,,
Diffractive optics, Image to GDSII conversion, Python,,,,,,,,,,,,,,
Short Time Fourier Transform, Time-frequency domain, Window Size, Multi-resolution, Wavelet, Electrocardiogram,,,,,,,,,,,
Pedagogical game, Artificial intelligence, Developmental learning, Constructivist learning,,,,,,,,,,,,,
Bull's-eye visualization, Cardiac mri, Deep Learning, Python-Based GUI, Segmentation,,,,,,,,,,,,
Laboratory automation, Graphical user interface, Database, Data visualization, Electrolyte, Battery,,,,,,,,,,,
Rarefied gas dynamics, Boltzmann equation, Non-equilibrium gas flows, Fast spectral method, Discontinuous Galerkin method, Micro-and nanoscale flows, High-performance computing (HPC),,,,,,,,,,
cIPMA, PLS-SEM, NCA, R package, Data visualization,,,,,,,,,,,,
Liquid composite molding, Permeability, X-ray computed tomography, Fiber reinforced polymer, Computer code,,,,,,,,,,,,
Low-code development platform, Web-based workflows, Artificial intelligence, Data analysis, Ease of development,,,,,,,,,,,,
Cultural ecosystem services, Deep learning, Freshwater ecosystems, Flickr, Social Media,,,,,,,,,,,,
Educational technology, Mobile applications, Mobile learning, Robot programming, Systems simulation, Virtual prototyping,,,,,,,,,,,
Agent-based modeling, Climate modeling, Integrated assessment models, Macroeconomic modeling, Open source, Python,,,,,,,,,,,
Bike-sharing systems, Rebalancing problem, Reinforcement learning, Proximal policy optimization (PPO),,,,,,,,,,,,,
Python programming, Moment-curvature analysis, Sectional fiber divide, Stress-strain responses, HDF5 database,,,,,,,,,,,,
Cybersecurity, e-Government, X-Road, Secure interoperability, Code validation, Open source software,,,,,,,,,,,
Web security, Dynamic analysis, Sandbox, Obfuscation, Chromium, JavaScript,,,,,,,,,,,
Git-base, Faster-whisper, PaddleOCR, InsightFace, PySide6,,,,,,,,,,,,
Spatial molecular data, Cell clustering, Cell co-localization, Spatial statistics benchmarking, Spatial single-cell simulations,,,,,,,,,,,,
Latent variable models, Spectral regularisation, Python,,,,,,,,,,,,,,
Three-point bending, Bone biomechanics, Automated analysis, Python, Graphical user interface,,,,,,,,,,,,
R package, T-distribution, Optimal subset selection,,,,,,,,,,,,,,
Space debris, Evolutionary model, Space sustainability, Astrodynamics, Orbital carrying capacity,,,,,,,,,,,,
Impute-VSS, Data imputation, Statistics, Web-based toolkit,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
GoS/MPLS research, Hybrid network integration research, Learning models research, Open simMPLS, Software engineering research,,,,,,,,,,,,
Smoothing-spline, Cross-validation, Noisy data, Python,,,,,,,,,,,,,
Neuromorphic, Spike encoding, Development tool, Spike-pattern classification, Robotics, Graphical user interface,,,,,,,,,,,
Automated planning and scheduling, Python library, Interoperability,,,,,,,,,,,,,,
Sleep scoring, Automatic annotation, Graphical user interface (GUI), Polysomnography (PSG), Rapid eye movement (REM), MATLAB,,,,,,,,,,,
Real-time object detection, Video object segmentation, Robot operating system (ROS),,,,,,,,,,,,,,
PyRoCS, Resilience, Metrics, Complex systems, Biosciences, Information theory,,,,,,,,,,,
Field measurements, Wind field characteristics, Long-term monitoring, InfluxDB database, Cloud-based data management,,,,,,,,,,,,
MCDA, Pyrepo-mcda, Multi-criteria assessment, Python, PVM,,,,,,,,,,,,
Machine learning, Data mining, Subgroup Discovery, Python,,,,,,,,,,,,,
Historical maps, Orthophotos, Surficial uncertainty, Geometric error, Monte-Carlo, services used, documentation/manual,,,,,,,,,,
Web app, Plagiarism, Source code, Academic dishonesty, Cheating, Learning analytics, Educational data mining, Online learning, Programming language,,,,,,,,
Expert judgment, Dependence modeling, Graphical user interface,,,,,,,,,,,,,,
Fundus fluorescein angiography, YOLO, Automatic detection, CNN, Deep learning, OCT,,,,,,,,,,,
A mobile mapping, Lidar odometry, Loop closure, Iterative closest point, Data registration, SLAM,,,,,,,,,,,
Optimization, Particle swarm optimization, Quantum-behaved particle swarm optimization,,,,,,,,,,,,,,
Global alignment, Network alignment, Multilayer networks, Graph network model,,,,,,,,,,,,,
Categorical, Longitudinal, Panel, Unify,,,,,,,,,,,,,
Opportunity mapping, GIS, Renewable energy technology, Policy/technical rating,,,,,,,,,,,,,
Emotion recognition, Dataset, Video annotation,,,,,,,,,,,,,,
Machine Learning, MLOps, PyTorch, Python, Short-term load forecasting,,,,,,,,,,,,
Oliot EPCIS, GS1, EPCIS, Open source, Information system, IoT,,,,,,,,,,,
Remote sensing, Big data processing, Earth observation, Open-source software,,,,,,,,,,,,,
Python, MCDA, MCDM, Decision support,,,,,,,,,,,,,
Hyperspectral images, Hyperspectral image classification, Classification tools, Web applications, Remote sensing,,,,,,,,,,,,
Invasive species, Classical biological control, Vespula germanica, Control feasibility, Simulation model,,,,,,,,,,,,
Time integration, Numerical methods, Exponential integrators, Leja points, Polynomial interpolation,,,,,,,,,,,,
Biomass, Power-to-x, Energy system, LCA, Sector coupling, Industrial ecology, Systems perspective,,,,,,,,,,
Steepest descent, Correlated errors, Multiplicative update, Projected gradient update,,,,,,,,,,,,,
Cluster-based permutation, EEG, Statistical inference, Wilcoxon, Mann-Whitney, t-test,,,,,,,,,,,
Natural language processing, Text filtering, Outlier detection,,,,,,,,,,,,,,
Raman spectroscopy, Selection rules, Node, js, Python,,,,,,,,,,,,
Evolutionary algorithms, Optimization, R,,,,,,,,,,,,,,
Generative Adversarial Network, Malware, Android malware, Malware detection,,,,,,,,,,,,,
Computational platform, Software," Numerical modeling, nonlinear analysis", Modeling uncertainty, OpenSEES,,,,,,,,,,,,
Synthetic dataset, Dataset generation, HTML, Bootstrap,,,,,,,,,,,,,
Site-directed mutagenesis, Python 3, Silent mutation, Restriction site, DNA mutant primer,,,,,,,,,,,,
Knudsen Effusion Mass Spectrometry, KEMS, Software,,,,,,,,,,,,,,
Decision tables, Knowledge base, Rules, RVML, PKBD,,,,,,,,,,,,
Magnetic field, Spin-exchange optical pumping, Python,,,,,,,,,,,,,,
Computer-aided manufacturing, Trajectory planning, Feature extraction, Human-machine interface,,,,,,,,,,,,,
Optimized microstructure, Crystal plasticity, Custom cost function, Atomistic simulation, Finite element meshing, Finite element method (FEM),,,,,,,,,,,
Database 1, Metadata 2, Time segments 3, Gravitational waves 4, LIGO-Virgo 5,,,,,,,,,,,,
Visualization, Monte Carlo transport code, Cross section, PHITS, MCNP,,,,,,,,,,,,
Cross-platform, Java, Android, User Interface,,,,,,,,,,,,,
Heterarchical communication, Cybernetics, Operations Research, Viable System Model, Self-regulatory decision support systems, Project management,,,,,,,,,,,
Thermal comfort, Predicted Mean Vote, Adaptive comfort models, Local thermal discomfort,,,,,,,,,,,,,
Gravitational waves, Software wrapper, Python, Octave,,,,,,,,,,,,,
Simplex, Triangle plot, Ternary graph, Ternary plot, Cooperation, Public goods, Replicator dynamics, Game theory,,,,,,,,,
Energy landscapes, Enthalpy landscapes, Kinetics, Master equations, Broken ergodicity, Statistical mechanics,,,,,,,,,,,
